word1	word2	label	fold
ruler	pancreas	False	test
discipline	geometry	False	test
owl	bird	True	test
bra	clothing	True	test
beer	machine	False	test
curve	feeling	False	test
screen	surface	True	test
winner	contestant	True	test
captivity	internment	False	test
glider	aircraft	True	test
herring	feeling	False	test
barrier	gate	False	test
animal	reptile	False	test
golfer	tower	False	test
day	tomorrow	False	test
olive	fruit	True	test
yesterday	day	True	test
bourgeoisie	fabric	False	test
chancellor	leader	True	test
hamlet	condominium	False	test
deer	mammal	True	test
antiquity	era	True	test
melanoma	cancer	True	test
postcard	mail	True	test
influenza	illness	True	test
temperament	aristocrat	False	test
shirt	thoroughfare	False	test
misfortune	mom	False	test
prosecutor	magnitude	False	test
salesman	worker	True	test
bag	collagen	False	test
building	craftsman	False	test
lemon	throne	False	test
comic	entertainer	True	test
dwelling	convent	False	test
shareholder	investor	True	test
meal	sport	False	test
gall	disease	True	test
slogan	saying	True	test
gasoline	fuel	True	test
fresco	art	True	test
lion	vertebrate	True	test
preamble	meal	False	test
gemstone	mammal	False	test
dyke	lesbian	True	test
equipment	parachute	False	test
penthouse	housing	True	test
sociologist	scientist	True	test
container	spoon	False	test
archbishop	priest	True	test
swan	bird	True	test
greyhound	hound	True	test
publication	linguist	False	test
standing	animal	False	test
prefecture	musician	False	test
surface	screen	False	test
bomber	airplane	True	test
sherry	beverage	True	test
greyhound	eatery	False	test
list	chapel	False	test
shortcut	decoration	False	test
prosecutor	official	True	test
lingerie	garment	True	test
psychotherapy	science	True	test
dynamite	explosive	True	test
container	pc	False	test
beech	artillery	False	test
orchid	flower	True	test
parent	relative	True	test
seafood	carp	False	test
reptile	business	False	test
algebra	mathematics	True	test
internment	captivity	True	test
neurology	science	True	test
institution	produce	False	test
occupation	professorship	False	test
privateer	sailor	True	test
liqueur	alcohol	True	test
alcohol	liqueur	False	test
nurse	amphibian	False	test
computer	catastrophe	False	test
psychiatry	clinician	False	test
environmentalist	reformer	True	test
ore	mineral	True	test
bitterness	feeling	True	test
vertebrate	conservatism	False	test
dementia	insanity	True	test
vole	animal	True	test
fence	barrier	True	test
soprano	entertainer	True	test
milk	fluid	True	test
draft	document	True	test
computer	vertebrate	False	test
boar	spokesperson	False	test
cannon	tree	False	test
invitation	text	True	test
hen	bird	True	test
fork	ware	True	test
bib	herb	False	test
loo	room	True	test
entertainer	penguin	False	test
taxonomy	hierarchy	True	test
emigration	migration	True	test
pigeon	vertebrate	True	test
farmhouse	bargain	False	test
herb	vehicle	False	test
fillet	antibiotic	False	test
vintage	liquid	True	test
emotion	displeasure	False	test
manual	servant	False	test
combustion	blaze	False	test
lesbian	crowd	False	test
kickoff	kick	True	test
motorist	firearm	False	test
road	roadway	False	test
pathologist	doctor	True	test
bird	hawk	False	test
tumour	luncheon	False	test
silo	tower	True	test
mammal	chimpanzee	False	test
chalet	building	True	test
hare	fillet	False	test
narrative	fairytale	False	test
paddle	stick	True	test
performer	disease	False	test
gastropod	invertebrate	True	test
subtraction	calculation	True	test
militia	leader	False	test
sunshine	phenomenon	True	test
ant	invertebrate	True	test
penguin	bird	True	test
cradle	airplane	False	test
honey	food	True	test
kinsman	relative	True	test
archbishop	clergyman	True	test
fox	animal	True	test
snake	chemical	False	test
shopkeeper	merchant	True	test
fiber	entertainer	False	test
postgraduate	student	True	test
organ	barrier	False	test
bookshop	shop	True	test
amphibian	vehicle	True	test
fly	invertebrate	True	test
berry	diplomat	False	test
professional	liquor	False	test
feeling	jealousy	False	test
gathering	seminar	False	test
penis	color	False	test
playing	show	True	test
aquarium	container	True	test
handgun	instrument	True	test
leader	boss	False	test
condom	contraceptive	True	test
twelve	integer	True	test
icon	disease	False	test
pianist	entertainer	True	test
waterfowl	crystal	False	test
chateau	dwelling	True	test
organization	department	False	test
rhino	vertebrate	True	test
technician	relative	False	test
princess	aristocrat	True	test
liquor	beverage	True	test
liquid	progenitor	False	test
vertebrate	puppy	False	test
reptile	animal	True	test
fabric	velvet	False	test
relative	ore	False	test
package	collection	True	test
marker	bookmark	False	test
vessel	stick	False	test
player	instrument	False	test
security	indemnity	False	test
piracy	feeling	False	test
campsite	site	True	test
disease	flu	False	test
biplane	ale	False	test
motto	logo	False	test
pear	fruit	True	test
deanery	house	True	test
castle	building	True	test
vertebrate	site	False	test
sociology	science	True	test
charcoal	carbon	True	test
beverage	fluid	True	test
seminar	gathering	True	test
fluorescence	sausage	False	test
colon	organ	True	test
temperament	trait	True	test
rum	liquid	True	test
boat	pontoon	False	test
fingertip	tip	True	test
garment	lingerie	False	test
singer	soprano	False	test
information	playlist	False	test
tour	travel	True	test
statesman	leader	True	test
drummer	tree	False	test
conjecture	idea	True	test
entertainer	comic	False	test
waterfowl	animal	True	test
pony	horse	True	test
birthday	anniversary	True	test
fluid	beverage	False	test
physiotherapy	treatment	True	test
clinician	software	False	test
diabetes	corridor	False	test
lemon	fruit	True	test
remorse	feeling	True	test
professional	ruler	False	test
vicarage	dwelling	True	test
dinosaur	vertebrate	True	test
slalom	barrier	False	test
housing	manor	False	test
hepatitis	illness	True	test
spear	instrument	True	test
geometry	emotion	False	test
bowling	clothing	False	test
organ	nipple	False	test
commodity	geek	False	test
hysteria	disorder	True	test
oncology	science	True	test
asp	invertebrate	False	test
liquid	sherry	False	test
baronetcy	status	True	test
lactose	molecule	True	test
dad	animal	False	test
rune	signal	True	test
catastrophe	misfortune	True	test
curve	spiral	False	test
saxophonist	performer	True	test
hurricane	storm	True	test
immunology	investment	False	test
concert	performance	True	test
theology	discipline	True	test
goose	waterfowl	True	test
leprosy	kestrel	False	test
turkey	animal	True	test
performer	geek	False	test
fodder	worker	True	test
hound	greyhound	False	test
dean	leader	True	test
jealousy	feeling	True	test
ix	digit	True	test
vertebrate	bear	False	test
cosmology	discipline	True	test
butterfly	insect	True	test
patience	trait	True	test
elm	tree	True	test
workbook	publication	True	test
tutor	teacher	True	test
aircraft	astronomy	False	test
measles	illness	True	test
wader	science	False	test
laboratory	workplace	True	test
lactose	writer	False	test
waitress	waiter	True	test
reimbursement	payment	True	test
software	parser	False	test
height	magnitude	True	test
suitcase	container	True	test
enzymology	science	True	test
mail	postcard	False	test
musician	road	False	test
insomnia	disorder	True	test
bird	disorder	False	test
aspirin	drug	True	test
cellulose	carbohydrate	True	test
maggot	muse	False	test
pesticide	girlfriend	False	test
drift	phenomenon	True	test
housing	criminal	False	test
transplantation	procedure	True	test
kestrel	hawk	True	test
daughter	offspring	True	test
scientist	dad	False	test
bird	chick	False	test
receptionist	worker	True	test
champagne	batsman	False	test
squid	solid	True	test
jewelry	decoration	True	test
music	reggae	False	test
beverage	whisky	False	test
keyboardist	cricket	False	test
solid	orange	False	test
overpayment	therapist	False	test
cockroach	invertebrate	True	test
stipend	payment	True	test
radiotherapy	treatment	True	test
covenant	document	True	test
sherry	rodent	False	test
eatery	building	True	test
bishop	valley	False	test
milk	beverage	True	test
leprosy	disease	True	test
attitude	bookshop	False	test
carcinoma	tumor	True	test
utensil	kettle	False	test
educator	professional	True	test
enumeration	information	True	test
bottle	container	True	test
yellow	color	True	test
phenomenon	polarization	False	test
grandmother	relative	True	test
royalty	payment	True	test
housing	percussionist	False	test
platform	surface	True	test
kingfisher	bird	True	test
traction	influenza	False	test
basketball	game	True	test
enclosure	cage	False	test
dispenser	container	True	test
desk	furniture	True	test
fillet	glider	False	test
sprinter	athlete	True	test
surcharge	cost	True	test
beverage	art	False	test
shower	fixture	True	test
outpost	post	True	test
work	bird	False	test
helicopter	vehicle	True	test
entertainer	piper	False	test
walk	vehicle	False	test
regent	member	True	test
musician	piper	False	test
vicarage	building	True	test
petal	leaf	True	test
thermostat	regulator	True	test
entertainer	artiste	False	test
document	solid	False	test
disease	worm	False	test
room	sauna	False	test
miner	workman	True	test
petal	neurology	False	test
crystal	turquoise	False	test
physician	adult	True	test
typography	occupation	True	test
tench	animal	True	test
army	organization	True	test
instrument	telescope	False	test
furniture	soprano	False	test
meal	supper	False	test
spoon	immigration	False	test
worker	phenomenon	False	test
fresco	painting	True	test
hare	mammal	True	test
